model,date,candidate_pred_std,candidate_return_std,top10_mean_return,top50_mean_return,top10_excess_within_top50,candidate_size,top10_size
linear,2025-04-24,0.002215504434490693,0.02403910366348113,0.0015629951600492,0.0125652525670314,-0.0110022574069822,50,10
linear,2025-04-25,0.002076443429736502,0.016058316686378228,0.0108937504718482,0.0113491407797519,-0.00045539030790370076,50,10
linear,2025-04-28,0.0017008904581855445,0.01593099528109871,0.0063274074591602,0.014370175410055,-0.0080427679508948,50,10
linear,2025-04-29,0.0021768591638209236,0.014201411321616857,0.0116470401622254,0.0164901122795706,-0.0048430721173452,50,10
linear,2025-04-30,0.0023801640309006732,0.022199107162365353,0.0295851210824052,0.0251874095714095,0.004397711510995699,50,10
linear,2025-05-06,0.0013619216378175452,0.023892574195988697,0.0239575666117755,0.016412350561854,0.007545216049921501,50,10
linear,2025-05-07,0.0018874743188057245,0.019780519982740746,0.0185033954940655,0.0209680573917703,-0.0024646618977047993,50,10
linear,2025-05-08,0.0013912730091260388,0.020212024919515216,0.01852085124927,0.0112075448048972,0.0073133064443727976,50,10
linear,2025-05-09,0.0013688410775854075,0.016249880495532536,0.0044346214704561,0.0067530960608641,-0.0023184745904080003,50,10
linear,2025-05-12,0.002931376585442122,0.014996967542026984,-0.0028689816692019,0.0004732169515513,-0.0033421986207532,50,10
linear,2025-05-13,0.0022124917902380113,0.012532963031711204,0.0038780029160073,0.004401753585138,-0.0005237506691307,50,10
linear,2025-05-14,0.00225968226111704,0.014528104802046108,-0.0029342243913899,-0.001664503204708,-0.0012697211866819,50,10
linear,2025-05-15,0.0016944202163801094,0.013404889592890573,0.0081012691741095,0.0010435744983114,0.0070576946757981,50,10
linear,2025-05-16,0.002708675756259525,0.012185307064941274,-0.0048792667829622,-0.0040234978438422,-0.0008557689391199995,50,10
linear,2025-05-19,0.0020060402043245414,0.008036131237865254,-0.005428371516209,-0.0039423889786286,-0.0014859825375803997,50,10
linear,2025-05-20,0.0017323386407505478,0.008537042791675102,-0.0127653876482325,-0.0122446115051575,-0.0005207761430750003,50,10
linear,2025-05-21,0.0017362860270739228,0.012876398685269642,-0.0151426177426339,-0.0163240485866285,0.0011814308439946006,50,10
linear,2025-05-22,0.002631147495841136,0.013742176612721783,0.0076197603285211,-0.0016854521556235,0.0093052124841446,50,10
linear,2025-05-23,0.001984642867932672,0.013484270237527483,-0.0069323038734931,-0.0031909307346675,-0.0037413731388256,50,10
linear,2025-05-26,0.002353203772315483,0.014362401443680256,0.0003802530866959,0.0033142501151366,-0.0029339970284406997,50,10
linear,2025-05-27,0.002101873896953832,0.01868756691660644,0.0048653910768421,0.0128076831780485,-0.007942292101206401,50,10
linear,2025-05-28,0.0022293170486836606,0.014327842583498389,0.0126625503907021,0.0096478355586415,0.003014714832060601,50,10
linear,2025-05-29,0.0018675289575503004,0.01326656818569386,0.008606804320593,0.0076366736696181,0.0009701306509748995,50,10
linear,2025-05-30,0.001557260244134286,0.015535327890429667,0.0155148414606244,0.0141595388356687,0.0013553026249556992,50,10
linear,2025-06-03,0.0017828837602544033,0.011410248641348784,0.0107061346288549,0.0107031924211503,2.9422077045988815e-06,50,10
linear,2025-06-04,0.001964363398667054,0.01771177231876663,0.0144841512901273,0.0147712538120045,-0.0002871025218772003,50,10
linear,2025-06-05,0.0015033550351730028,0.02078133237336278,0.0278653692312219,0.0118280253921895,0.0160373438390324,50,10
linear,2025-06-06,0.0018171647802831027,0.024080641005102026,0.0104242922858679,0.0066907412987629,0.0037335509871050006,50,10
linear,2025-06-09,0.0019968457254968017,0.01906317304404259,0.004703216553583,0.0010007590039125,0.0037024575496705002,50,10
linear,2025-06-10,0.0019346505530410953,0.01577548987791435,0.0008547666847982,-0.0017310265430627,0.0025857932278608997,50,10
linear,2025-06-11,0.002008496783968105,0.014157509634810333,-0.0079324196371139,-0.0041226118539627,-0.0038098077831511994,50,10
linear,2025-06-12,0.0010014668648790756,0.02596020921113231,-0.030098854199608,-0.019826102087827,-0.010272752111781,50,10
linear,2025-06-13,0.0019736890090130774,0.02086760997216213,-0.0137264713451627,-0.0139137220308804,0.0001872506857177013,50,10
linear,2025-06-16,0.0020710953627956987,0.01490323945370043,-0.0106790756466829,-0.0071466509602529,-0.00353242468643,50,10
linear,2025-06-17,0.002560231175979246,0.013940897393515443,0.0052951988580054,0.004072807110379,0.0012223917476264006,50,10
linear,2025-06-18,0.0014714313265119523,0.01804163107653233,0.0132445032692151,0.0147293863013252,-0.0014848830321101004,50,10
linear,2025-06-19,0.003500324461181768,0.01984811070872458,0.0178271847233105,0.0269317153876369,-0.009104530664326399,50,10
linear,2025-06-20,0.0029954763073073414,0.02184963850973496,0.0166855201027258,0.0269373149939988,-0.010251794891273001,50,10
linear,2025-06-23,0.0024075203881949816,0.028164289452673838,0.0243030449513577,0.0315901366956242,-0.007287091744266502,50,10
linear,2025-06-24,0.0018520081997945922,0.014763935494542822,0.0146147154008347,0.0176444334925168,-0.0030297180916820984,50,10
linear,2025-06-25,0.0031696225202430418,0.011892799673768835,-0.0029669792915367,0.0030262284881877,-0.0059932077797244,50,10
linear,2025-06-26,0.0025935046729328587,0.015449036188497255,0.0162553734130266,0.0158965214657752,0.00035885194725139916,50,10
linear,2025-06-27,0.003345943491238344,0.012240816526026647,0.0125926077314291,0.0132741397765981,-0.0006815320451690008,50,10
linear,2025-06-30,0.0019045954066599022,0.016965119323089865,-0.0012998305796754,0.0030916332238575,-0.0043914638035329,50,10
linear,2025-07-01,0.001557392561377132,0.010291503816412594,0.0145661070153424,0.0123010406552939,0.0022650663600484993,50,10
linear,2025-07-02,0.0014070094607536352,0.01661202724134239,0.0089641855367422,0.0093221699161577,-0.00035798437941549945,50,10
linear,2025-07-03,0.0017743610218699632,0.012271936946478752,0.0103543716961549,0.0094034849620299,0.0009508867341250001,50,10
linear,2025-07-04,0.0018208653818200203,0.010131311552812649,0.0177036586580024,0.0159695992767931,0.0017340593812092998,50,10
linear,2025-07-07,0.0014723724094421516,0.009029565839453104,0.0177786540829732,0.0187568678118188,-0.0009782137288456005,50,10
linear,2025-07-08,0.002404486893684555,0.014150856864696188,0.0152774135763317,0.0141721417263777,0.0011052718499539992,50,10
linear,2025-07-09,0.001244642412177223,0.011988952272165235,0.0060828817723945,0.0094119893614957,-0.0033291075891012005,50,10
linear,2025-07-10,0.0018773249066393796,0.015854548941787623,-0.0042968468761358,0.0063589315836014,-0.0106557784597372,50,10
linear,2025-07-11,0.0021519325630121873,0.015014063974386932,0.0082468891882638,0.015957936974493,-0.0077110477862291985,50,10
linear,2025-07-14,0.001941033620071669,0.021106115485932844,0.0150233091102797,0.0185238700810641,-0.0035005609707844006,50,10
linear,2025-07-15,0.001705247297778805,0.02495072948549194,0.0197312325340162,0.0286889948499953,-0.008957762315979098,50,10
linear,2025-07-16,0.0018367649145817763,0.012088831025766323,0.0187431863931868,0.0269653497769592,-0.0082221633837724,50,10
linear,2025-07-17,0.001528681497717196,0.01971889536813041,0.0153538807816174,0.0261611031536366,-0.010807222372019202,50,10
linear,2025-07-18,0.0020705143999736964,0.021764678376468304,0.0222496946648996,0.0215025280736319,0.000747166591267702,50,10
linear,2025-07-21,0.0018287566345730887,0.016194197573504866,0.0153311834645275,0.0122690226365179,0.0030621608280095997,50,10
linear,2025-07-22,0.003070114453643117,0.030878103224854833,0.0062566620297851,0.011957389896356,-0.0057007278665709,50,10
linear,2025-07-23,0.0010848491104641048,0.0268334436638131,0.0093405504874799,0.012264206866008,-0.0029236563785280997,50,10
linear,2025-07-24,0.002635047260882246,0.023830873164032346,0.0016074519581619,-0.0123677718218187,0.0139752237799806,50,10
linear,2025-07-25,0.0013671085426947994,0.015060141184392408,-0.0204039276998974,-0.0159295646794264,-0.0044743630204709985,50,10
linear,2025-07-28,0.0015757007670423636,0.011145075243099621,-0.0113616584943,-0.0135400154827454,0.0021783569884453995,50,10
linear,2025-07-29,0.00151377637398441,0.01348692046701459,-0.0039891566065022,-0.0063507592680415,0.0023616026615393,50,10
linear,2025-07-30,0.0022205687315052986,0.015006413242141657,0.0015441546919657,-0.0029752576251242,0.0045194123170899,50,10
linear,2025-07-31,0.0017062583371573192,0.01788756401057819,0.014368957707157,0.0137098914672516,0.0006590662399053992,50,10
linear,2025-08-01,0.0019050373374271904,0.018161255931889685,0.0140848704523319,0.0090353298772158,0.0050495405751161005,50,10
linear,2025-08-04,0.0017118749721180995,0.013437253681836186,0.0185082130044381,0.017472332615084,0.0010358803893541005,50,10
linear,2025-08-05,0.001446462714065248,0.011594191916786203,0.0042961851056318,0.0108115067114652,-0.006515321605833399,50,10
linear,2025-08-06,0.0014142534379549129,0.01855660840531135,0.0105644106102587,0.0196161109563113,-0.0090517003460526,50,10
linear,2025-08-07,0.0018152143292078649,0.021092433863519777,0.0246684045594552,0.0255625528335473,-0.0008941482740921006,50,10
linear,2025-08-08,0.0016012759596770259,0.02688036897082705,0.0406778544061278,0.0337307882915854,0.006947066114542398,50,10
linear,2025-08-11,0.001404678381819044,0.03445813370085027,0.0541135208604747,0.0453645553535973,0.008748965506877399,50,10
linear,2025-08-12,0.0016110546859299374,0.025605005112083846,0.0320304358708465,0.0168475579347569,0.015182877936089603,50,10
linear,2025-08-13,0.0017375533618664931,0.024171007408380078,0.0393028035122285,0.0218625586667866,0.0174402448454419,50,10
linear,2025-08-14,0.0018342401514306783,0.020177459686193805,0.0325334696230144,0.0284023953614774,0.004131074261536999,50,10
linear,2025-08-15,0.00288928484162129,0.034002707529500756,0.0430649315294298,0.0434519694832584,-0.00038703795382859923,50,10
linear,2025-08-18,0.0023931368319887827,0.03602474489642835,0.087206302136365,0.050921479593891,0.036284822542474005,50,10
linear,2025-08-19,0.002258228529010245,0.03314985978072191,0.0434244216815485,0.0412214045676495,0.002203017113899003,50,10
linear,2025-08-20,0.0018512630975532364,0.03912333662607466,0.051827454038229,0.0306526949409188,0.0211747590973102,50,10
linear,2025-08-21,0.0012994346344192389,0.06559049287761284,0.0780038487065915,0.0452072289555362,0.03279661975105529,50,10
linear,2025-08-22,0.004365862020545287,0.04040961496108674,0.076117203078232,0.0390741804064178,0.037043022671814196,50,10
linear,2025-08-25,0.0036395150931670148,0.032345338986569834,0.0306666746922247,0.0060202370053516,0.0246464376868731,50,10
